

TrainId=1 Delay=9853 FreeRun=3486 	Final Delay=380494
TrainId=24 Delay=0 FreeRun=12119 	Final Delay=2222
T33 Train24 AimedDepartureTime=3826 WaitTime=0 BaseTime=3826 RunTime=262	OptSolTime=3826
T32 Train24 AimedDepartureTime=4088 WaitTime=0 BaseTime=4088 RunTime=398	OptSolTime=4088
T31 Train24 AimedDepartureTime=4516 WaitTime=30 BaseTime=4516 RunTime=270	OptSolTime=4516
T30 Train24 AimedDepartureTime=4806 WaitTime=20 BaseTime=4806 RunTime=440	OptSolTime=4806
T29 Train24 AimedDepartureTime=5306 WaitTime=60 BaseTime=5306 RunTime=900	OptSolTime=5306
T28 Train24 AimedDepartureTime=6226 WaitTime=20 BaseTime=6226 RunTime=800	OptSolTime=7406
T27 Train24 AimedDepartureTime=7206 WaitTime=180 BaseTime=7206 RunTime=315	OptSolTime=8386
T26 Train24 AimedDepartureTime=7521 WaitTime=0 BaseTime=7521 RunTime=165	OptSolTime=8701
T25 Train24 AimedDepartureTime=7716 WaitTime=30 BaseTime=7716 RunTime=390	OptSolTime=8896
T24 Train24 AimedDepartureTime=8116 WaitTime=10 BaseTime=8116 RunTime=310	OptSolTime=9296
T23 Train24 AimedDepartureTime=8456 WaitTime=30 BaseTime=8456 RunTime=330	OptSolTime=9636
T22 Train24 AimedDepartureTime=8816 WaitTime=30 BaseTime=8816 RunTime=270	OptSolTime=10696
T21 Train24 AimedDepartureTime=9086 WaitTime=0 BaseTime=9086 RunTime=120	OptSolTime=11026
T20 Train24 AimedDepartureTime=9236 WaitTime=30 BaseTime=9236 RunTime=150	OptSolTime=11176
T19 Train24 AimedDepartureTime=9386 WaitTime=0 BaseTime=9386 RunTime=180	OptSolTime=11326
T18 Train24 AimedDepartureTime=9566 WaitTime=0 BaseTime=9566 RunTime=180	OptSolTime=11506
T17 Train24 AimedDepartureTime=9746 WaitTime=0 BaseTime=9746 RunTime=240	OptSolTime=11866
T16 Train24 AimedDepartureTime=9986 WaitTime=0 BaseTime=9986 RunTime=72	OptSolTime=12106
T15 Train24 AimedDepartureTime=10058 WaitTime=0 BaseTime=10058 RunTime=108	OptSolTime=12178
T14 Train24 AimedDepartureTime=10166 WaitTime=0 BaseTime=10166 RunTime=240	OptSolTime=12286
T13 Train24 AimedDepartureTime=10436 WaitTime=30 BaseTime=10436 RunTime=330	OptSolTime=12556
T12 Train24 AimedDepartureTime=10766 WaitTime=0 BaseTime=10766 RunTime=88	OptSolTime=12886
T11 Train24 AimedDepartureTime=10854 WaitTime=0 BaseTime=10854 RunTime=92	OptSolTime=12974
T10 Train24 AimedDepartureTime=10946 WaitTime=0 BaseTime=10946 RunTime=360	OptSolTime=13066
T9 Train24 AimedDepartureTime=11366 WaitTime=60 BaseTime=11366 RunTime=180	OptSolTime=13486
T8 Train24 AimedDepartureTime=11576 WaitTime=30 BaseTime=11576 RunTime=210	OptSolTime=13786
T7 Train24 AimedDepartureTime=11816 WaitTime=30 BaseTime=11816 RunTime=114	OptSolTime=14026
T5 Train24 AimedDepartureTime=11930 WaitTime=0 BaseTime=11930 RunTime=42	OptSolTime=14140
T3 Train24 AimedDepartureTime=11972 WaitTime=0 BaseTime=11972 RunTime=147	OptSolTime=14182
T1 Train24 AimedDepartureTime=12119 WaitTime=0 BaseTime=12119 RunTime=267	OptSolTime=14341

TrainId=25 Delay=0 FreeRun=9646 	Final Delay=180
T1 Train25 AimedDepartureTime=4606 WaitTime=0 BaseTime=4606 RunTime=135	OptSolTime=4606
T2 Train25 AimedDepartureTime=4741 WaitTime=0 BaseTime=4741 RunTime=135	OptSolTime=4741
T4 Train25 AimedDepartureTime=4906 WaitTime=30 BaseTime=4906 RunTime=50	OptSolTime=4906
T6 Train25 AimedDepartureTime=4956 WaitTime=0 BaseTime=4956 RunTime=100	OptSolTime=4956
T8 Train25 AimedDepartureTime=5086 WaitTime=30 BaseTime=5086 RunTime=90	OptSolTime=5086
T9 Train25 AimedDepartureTime=5206 WaitTime=30 BaseTime=5206 RunTime=150	OptSolTime=5206
T10 Train25 AimedDepartureTime=5386 WaitTime=30 BaseTime=5386 RunTime=300	OptSolTime=5386
T11 Train25 AimedDepartureTime=5686 WaitTime=0 BaseTime=5686 RunTime=30	OptSolTime=5686
T12 Train25 AimedDepartureTime=5746 WaitTime=30 BaseTime=5746 RunTime=150	OptSolTime=5746
T13 Train25 AimedDepartureTime=5926 WaitTime=30 BaseTime=5926 RunTime=330	OptSolTime=6106
T14 Train25 AimedDepartureTime=6286 WaitTime=30 BaseTime=6286 RunTime=240	OptSolTime=6466
T15 Train25 AimedDepartureTime=6706 WaitTime=180 BaseTime=6706 RunTime=100	OptSolTime=6886
T16 Train25 AimedDepartureTime=6826 WaitTime=20 BaseTime=6826 RunTime=210	OptSolTime=7006
T17 Train25 AimedDepartureTime=7066 WaitTime=30 BaseTime=7066 RunTime=240	OptSolTime=7246
T18 Train25 AimedDepartureTime=7306 WaitTime=0 BaseTime=7306 RunTime=180	OptSolTime=7486
T19 Train25 AimedDepartureTime=7486 WaitTime=0 BaseTime=7486 RunTime=180	OptSolTime=7666
T20 Train25 AimedDepartureTime=7666 WaitTime=0 BaseTime=7666 RunTime=30	OptSolTime=7846
T21 Train25 AimedDepartureTime=7726 WaitTime=30 BaseTime=7726 RunTime=300	OptSolTime=7906
T22 Train25 AimedDepartureTime=8266 WaitTime=240 BaseTime=8266 RunTime=270	OptSolTime=8446
T23 Train25 AimedDepartureTime=8566 WaitTime=30 BaseTime=8566 RunTime=270	OptSolTime=8746
T24 Train25 AimedDepartureTime=8866 WaitTime=30 BaseTime=8866 RunTime=220	OptSolTime=9046
T25 Train25 AimedDepartureTime=9106 WaitTime=20 BaseTime=9106 RunTime=390	OptSolTime=9286
T26 Train25 AimedDepartureTime=9526 WaitTime=30 BaseTime=9526 RunTime=120	OptSolTime=9706
T27 Train25 AimedDepartureTime=9646 WaitTime=0 BaseTime=9646 RunTime=120	OptSolTime=9826

TrainId=26 Delay=0 FreeRun=11206 	Final Delay=0
T8 Train26 AimedDepartureTime=8326 WaitTime=0 BaseTime=8326 RunTime=128	OptSolTime=8326
T9 Train26 AimedDepartureTime=8454 WaitTime=0 BaseTime=8454 RunTime=151	OptSolTime=8454
T10 Train26 AimedDepartureTime=8605 WaitTime=0 BaseTime=8605 RunTime=441	OptSolTime=8605
T11 Train26 AimedDepartureTime=9046 WaitTime=0 BaseTime=9046 RunTime=113	OptSolTime=9046
T12 Train26 AimedDepartureTime=9159 WaitTime=0 BaseTime=9159 RunTime=133	OptSolTime=9159
T13 Train26 AimedDepartureTime=9292 WaitTime=0 BaseTime=9292 RunTime=354	OptSolTime=9292
T14 Train26 AimedDepartureTime=9646 WaitTime=0 BaseTime=9646 RunTime=180	OptSolTime=9646
T15 Train26 AimedDepartureTime=9826 WaitTime=0 BaseTime=9826 RunTime=151	OptSolTime=9826
T16 Train26 AimedDepartureTime=9977 WaitTime=0 BaseTime=9977 RunTime=89	OptSolTime=9977
T17 Train26 AimedDepartureTime=10066 WaitTime=0 BaseTime=10066 RunTime=300	OptSolTime=10066
T18 Train26 AimedDepartureTime=10366 WaitTime=0 BaseTime=10366 RunTime=180	OptSolTime=10366
T19 Train26 AimedDepartureTime=10546 WaitTime=0 BaseTime=10546 RunTime=180	OptSolTime=10546
T20 Train26 AimedDepartureTime=10726 WaitTime=0 BaseTime=10726 RunTime=114	OptSolTime=10726
T21 Train26 AimedDepartureTime=10840 WaitTime=0 BaseTime=10840 RunTime=126	OptSolTime=10840
T22 Train26 AimedDepartureTime=10966 WaitTime=0 BaseTime=10966 RunTime=240	OptSolTime=10966
T23 Train26 AimedDepartureTime=11206 WaitTime=0 BaseTime=11206 RunTime=240	OptSolTime=11206

TrainId=27 Delay=0 FreeRun=16176 	Final Delay=0
T1 Train27 AimedDepartureTime=9406 WaitTime=0 BaseTime=9406 RunTime=90	OptSolTime=9406
T2 Train27 AimedDepartureTime=9496 WaitTime=0 BaseTime=9496 RunTime=90	OptSolTime=9496
T4 Train27 AimedDepartureTime=9586 WaitTime=0 BaseTime=9586 RunTime=70	OptSolTime=9586
T6 Train27 AimedDepartureTime=9656 WaitTime=0 BaseTime=9656 RunTime=140	OptSolTime=9656
T8 Train27 AimedDepartureTime=9826 WaitTime=30 BaseTime=9826 RunTime=90	OptSolTime=9826
T9 Train27 AimedDepartureTime=9946 WaitTime=30 BaseTime=9946 RunTime=180	OptSolTime=9946
T10 Train27 AimedDepartureTime=10306 WaitTime=180 BaseTime=10306 RunTime=300	OptSolTime=10306
T11 Train27 AimedDepartureTime=10606 WaitTime=0 BaseTime=10606 RunTime=73	OptSolTime=10606
T12 Train27 AimedDepartureTime=10679 WaitTime=0 BaseTime=10679 RunTime=107	OptSolTime=10679
T13 Train27 AimedDepartureTime=10786 WaitTime=0 BaseTime=10786 RunTime=270	OptSolTime=10786
T14 Train27 AimedDepartureTime=11086 WaitTime=30 BaseTime=11086 RunTime=160	OptSolTime=11086
T15 Train27 AimedDepartureTime=11266 WaitTime=20 BaseTime=11266 RunTime=100	OptSolTime=11266
T16 Train27 AimedDepartureTime=11386 WaitTime=20 BaseTime=11386 RunTime=60	OptSolTime=11386
T17 Train27 AimedDepartureTime=11446 WaitTime=0 BaseTime=11446 RunTime=240	OptSolTime=11446
T18 Train27 AimedDepartureTime=11686 WaitTime=0 BaseTime=11686 RunTime=180	OptSolTime=11686
T19 Train27 AimedDepartureTime=11866 WaitTime=0 BaseTime=11866 RunTime=180	OptSolTime=11866
T20 Train27 AimedDepartureTime=12046 WaitTime=0 BaseTime=12046 RunTime=30	OptSolTime=12046
T21 Train27 AimedDepartureTime=12106 WaitTime=30 BaseTime=12106 RunTime=180	OptSolTime=12106
T22 Train27 AimedDepartureTime=12286 WaitTime=0 BaseTime=12286 RunTime=210	OptSolTime=12286
T23 Train27 AimedDepartureTime=12526 WaitTime=30 BaseTime=12526 RunTime=270	OptSolTime=12526
T24 Train27 AimedDepartureTime=12826 WaitTime=30 BaseTime=12826 RunTime=170	OptSolTime=12826
T25 Train27 AimedDepartureTime=13006 WaitTime=10 BaseTime=13006 RunTime=390	OptSolTime=13006
T26 Train27 AimedDepartureTime=13426 WaitTime=30 BaseTime=13426 RunTime=120	OptSolTime=13426
T27 Train27 AimedDepartureTime=13546 WaitTime=0 BaseTime=13546 RunTime=120	OptSolTime=13546
T28 Train27 AimedDepartureTime=13786 WaitTime=120 BaseTime=13786 RunTime=410	OptSolTime=13786
T29 Train27 AimedDepartureTime=14206 WaitTime=10 BaseTime=14206 RunTime=990	OptSolTime=14206
T30 Train27 AimedDepartureTime=15226 WaitTime=30 BaseTime=15226 RunTime=290	OptSolTime=15226
T31 Train27 AimedDepartureTime=15526 WaitTime=10 BaseTime=15526 RunTime=270	OptSolTime=15526
T32 Train27 AimedDepartureTime=15826 WaitTime=30 BaseTime=15826 RunTime=350	OptSolTime=15826
T33 Train27 AimedDepartureTime=16176 WaitTime=0 BaseTime=16176 RunTime=250	OptSolTime=16176

TrainId=28 Delay=0 FreeRun=13906 	Final Delay=0
T8 Train28 AimedDepartureTime=10906 WaitTime=0 BaseTime=10906 RunTime=112	OptSolTime=10906
T9 Train28 AimedDepartureTime=11018 WaitTime=0 BaseTime=11018 RunTime=128	OptSolTime=11018
T10 Train28 AimedDepartureTime=11146 WaitTime=0 BaseTime=11146 RunTime=300	OptSolTime=11146
T11 Train28 AimedDepartureTime=11446 WaitTime=0 BaseTime=11446 RunTime=152	OptSolTime=11446
T12 Train28 AimedDepartureTime=11598 WaitTime=0 BaseTime=11598 RunTime=148	OptSolTime=11598
T13 Train28 AimedDepartureTime=11746 WaitTime=0 BaseTime=11746 RunTime=300	OptSolTime=11746
T14 Train28 AimedDepartureTime=12046 WaitTime=0 BaseTime=12046 RunTime=240	OptSolTime=12046
T15 Train28 AimedDepartureTime=12286 WaitTime=0 BaseTime=12286 RunTime=148	OptSolTime=12286
T16 Train28 AimedDepartureTime=12434 WaitTime=0 BaseTime=12434 RunTime=92	OptSolTime=12434
T17 Train28 AimedDepartureTime=12526 WaitTime=0 BaseTime=12526 RunTime=360	OptSolTime=12526
T18 Train28 AimedDepartureTime=12946 WaitTime=60 BaseTime=12946 RunTime=300	OptSolTime=12946
T19 Train28 AimedDepartureTime=13246 WaitTime=0 BaseTime=13246 RunTime=180	OptSolTime=13246
T20 Train28 AimedDepartureTime=13426 WaitTime=0 BaseTime=13426 RunTime=114	OptSolTime=13426
T21 Train28 AimedDepartureTime=13540 WaitTime=0 BaseTime=13540 RunTime=126	OptSolTime=13540
T22 Train28 AimedDepartureTime=13666 WaitTime=0 BaseTime=13666 RunTime=240	OptSolTime=13666
T23 Train28 AimedDepartureTime=13906 WaitTime=0 BaseTime=13906 RunTime=300	OptSolTime=13906

TrainId=29 Delay=0 FreeRun=17566 	Final Delay=1566
T27 Train29 AimedDepartureTime=10546 WaitTime=0 BaseTime=10546 RunTime=135	OptSolTime=10546
T26 Train29 AimedDepartureTime=10681 WaitTime=0 BaseTime=10681 RunTime=165	OptSolTime=10681
T25 Train29 AimedDepartureTime=10876 WaitTime=30 BaseTime=10876 RunTime=450	OptSolTime=10876
T24 Train29 AimedDepartureTime=11356 WaitTime=30 BaseTime=11356 RunTime=330	OptSolTime=11356
T23 Train29 AimedDepartureTime=11716 WaitTime=30 BaseTime=11716 RunTime=330	OptSolTime=11716
T22 Train29 AimedDepartureTime=12076 WaitTime=30 BaseTime=12076 RunTime=450	OptSolTime=13116
T21 Train29 AimedDepartureTime=12706 WaitTime=180 BaseTime=12706 RunTime=300	OptSolTime=13746
T20 Train29 AimedDepartureTime=13036 WaitTime=30 BaseTime=13036 RunTime=210	OptSolTime=14076
T19 Train29 AimedDepartureTime=13246 WaitTime=0 BaseTime=13246 RunTime=180	OptSolTime=14286
T18 Train29 AimedDepartureTime=13426 WaitTime=0 BaseTime=13426 RunTime=180	OptSolTime=14466
T17 Train29 AimedDepartureTime=13606 WaitTime=0 BaseTime=13606 RunTime=300	OptSolTime=14646
T16 Train29 AimedDepartureTime=13936 WaitTime=30 BaseTime=13936 RunTime=150	OptSolTime=14976
T15 Train29 AimedDepartureTime=14116 WaitTime=30 BaseTime=14116 RunTime=450	OptSolTime=15156
T14 Train29 AimedDepartureTime=14746 WaitTime=180 BaseTime=14746 RunTime=420	OptSolTime=16186
T13 Train29 AimedDepartureTime=15196 WaitTime=30 BaseTime=15196 RunTime=510	OptSolTime=16762
T12 Train29 AimedDepartureTime=15886 WaitTime=180 BaseTime=15886 RunTime=300	OptSolTime=17452
T11 Train29 AimedDepartureTime=16216 WaitTime=30 BaseTime=16216 RunTime=210	OptSolTime=17782
T10 Train29 AimedDepartureTime=16426 WaitTime=0 BaseTime=16426 RunTime=300	OptSolTime=17992
T9 Train29 AimedDepartureTime=16756 WaitTime=30 BaseTime=16756 RunTime=150	OptSolTime=18322
T8 Train29 AimedDepartureTime=16936 WaitTime=30 BaseTime=16936 RunTime=210	OptSolTime=18502
T7 Train29 AimedDepartureTime=17176 WaitTime=30 BaseTime=17176 RunTime=90	OptSolTime=18742
T5 Train29 AimedDepartureTime=17266 WaitTime=0 BaseTime=17266 RunTime=60	OptSolTime=18832
T3 Train29 AimedDepartureTime=17356 WaitTime=30 BaseTime=17356 RunTime=210	OptSolTime=18922
T1 Train29 AimedDepartureTime=17566 WaitTime=0 BaseTime=17566 RunTime=300	OptSolTime=19132

TrainId=30 Delay=0 FreeRun=19201 	Final Delay=1839
T33 Train30 AimedDepartureTime=11206 WaitTime=0 BaseTime=11206 RunTime=262	OptSolTime=11206
T32 Train30 AimedDepartureTime=11468 WaitTime=0 BaseTime=11468 RunTime=398	OptSolTime=11468
T31 Train30 AimedDepartureTime=11896 WaitTime=30 BaseTime=11896 RunTime=270	OptSolTime=11896
T30 Train30 AimedDepartureTime=12186 WaitTime=20 BaseTime=12186 RunTime=380	OptSolTime=12186
T29 Train30 AimedDepartureTime=12596 WaitTime=30 BaseTime=12596 RunTime=870	OptSolTime=12596
T28 Train30 AimedDepartureTime=13486 WaitTime=20 BaseTime=13486 RunTime=560	OptSolTime=14826
T27 Train30 AimedDepartureTime=14106 WaitTime=60 BaseTime=14106 RunTime=195	OptSolTime=15446
T26 Train30 AimedDepartureTime=14301 WaitTime=0 BaseTime=14301 RunTime=165	OptSolTime=15641
T25 Train30 AimedDepartureTime=14496 WaitTime=30 BaseTime=14496 RunTime=390	OptSolTime=15836
T24 Train30 AimedDepartureTime=14896 WaitTime=10 BaseTime=14896 RunTime=310	OptSolTime=16236
T23 Train30 AimedDepartureTime=15236 WaitTime=30 BaseTime=15236 RunTime=270	OptSolTime=16576
T22 Train30 AimedDepartureTime=15536 WaitTime=30 BaseTime=15536 RunTime=270	OptSolTime=16936
T21 Train30 AimedDepartureTime=15806 WaitTime=0 BaseTime=15806 RunTime=120	OptSolTime=17206
T20 Train30 AimedDepartureTime=15956 WaitTime=30 BaseTime=15956 RunTime=150	OptSolTime=17356
T19 Train30 AimedDepartureTime=16106 WaitTime=0 BaseTime=16106 RunTime=180	OptSolTime=17506
T18 Train30 AimedDepartureTime=16286 WaitTime=0 BaseTime=16286 RunTime=180	OptSolTime=17686
T17 Train30 AimedDepartureTime=16466 WaitTime=0 BaseTime=16466 RunTime=300	OptSolTime=17866
T16 Train30 AimedDepartureTime=16786 WaitTime=20 BaseTime=16786 RunTime=80	OptSolTime=18186
T15 Train30 AimedDepartureTime=16886 WaitTime=20 BaseTime=16886 RunTime=140	OptSolTime=18286
T14 Train30 AimedDepartureTime=17046 WaitTime=20 BaseTime=17046 RunTime=260	OptSolTime=18885
T13 Train30 AimedDepartureTime=17336 WaitTime=30 BaseTime=17336 RunTime=330	OptSolTime=19175
T12 Train30 AimedDepartureTime=17686 WaitTime=20 BaseTime=17686 RunTime=80	OptSolTime=19525
T11 Train30 AimedDepartureTime=17786 WaitTime=20 BaseTime=17786 RunTime=140	OptSolTime=19625
T10 Train30 AimedDepartureTime=17926 WaitTime=0 BaseTime=17926 RunTime=420	OptSolTime=19765
T9 Train30 AimedDepartureTime=18406 WaitTime=60 BaseTime=18406 RunTime=180	OptSolTime=20245
T8 Train30 AimedDepartureTime=18616 WaitTime=30 BaseTime=18616 RunTime=210	OptSolTime=20455
T7 Train30 AimedDepartureTime=18856 WaitTime=30 BaseTime=18856 RunTime=130	OptSolTime=20695
T5 Train30 AimedDepartureTime=18986 WaitTime=0 BaseTime=18986 RunTime=50	OptSolTime=20825
T3 Train30 AimedDepartureTime=19036 WaitTime=0 BaseTime=19036 RunTime=165	OptSolTime=20875
T1 Train30 AimedDepartureTime=19201 WaitTime=0 BaseTime=19201 RunTime=285	OptSolTime=21040

TrainId=31 Delay=0 FreeRun=16846 	Final Delay=0
T8 Train31 AimedDepartureTime=13666 WaitTime=0 BaseTime=13666 RunTime=120	OptSolTime=13666
T9 Train31 AimedDepartureTime=13786 WaitTime=0 BaseTime=13786 RunTime=120	OptSolTime=13786
T10 Train31 AimedDepartureTime=13906 WaitTime=0 BaseTime=13906 RunTime=335	OptSolTime=13906
T11 Train31 AimedDepartureTime=14241 WaitTime=0 BaseTime=14241 RunTime=142	OptSolTime=14241
T12 Train31 AimedDepartureTime=14383 WaitTime=0 BaseTime=14383 RunTime=123	OptSolTime=14383
T13 Train31 AimedDepartureTime=14506 WaitTime=0 BaseTime=14506 RunTime=282	OptSolTime=14506
T14 Train31 AimedDepartureTime=14788 WaitTime=0 BaseTime=14788 RunTime=198	OptSolTime=14788
T15 Train31 AimedDepartureTime=14986 WaitTime=0 BaseTime=14986 RunTime=140	OptSolTime=14986
T16 Train31 AimedDepartureTime=15126 WaitTime=0 BaseTime=15126 RunTime=100	OptSolTime=15126
T17 Train31 AimedDepartureTime=15226 WaitTime=0 BaseTime=15226 RunTime=360	OptSolTime=15226
T18 Train31 AimedDepartureTime=15886 WaitTime=300 BaseTime=15886 RunTime=300	OptSolTime=15886
T19 Train31 AimedDepartureTime=16186 WaitTime=0 BaseTime=16186 RunTime=180	OptSolTime=16186
T20 Train31 AimedDepartureTime=16366 WaitTime=0 BaseTime=16366 RunTime=114	OptSolTime=16366
T21 Train31 AimedDepartureTime=16480 WaitTime=0 BaseTime=16480 RunTime=138	OptSolTime=16480
T22 Train31 AimedDepartureTime=16618 WaitTime=0 BaseTime=16618 RunTime=228	OptSolTime=16618
T23 Train31 AimedDepartureTime=16846 WaitTime=0 BaseTime=16846 RunTime=240	OptSolTime=16846

TrainId=32 Delay=0 FreeRun=19246 	Final Delay=0
T1 Train32 AimedDepartureTime=14206 WaitTime=0 BaseTime=14206 RunTime=135	OptSolTime=14206
T2 Train32 AimedDepartureTime=14341 WaitTime=0 BaseTime=14341 RunTime=135	OptSolTime=14341
T4 Train32 AimedDepartureTime=14506 WaitTime=30 BaseTime=14506 RunTime=50	OptSolTime=14506
T6 Train32 AimedDepartureTime=14556 WaitTime=0 BaseTime=14556 RunTime=100	OptSolTime=14556
T8 Train32 AimedDepartureTime=14686 WaitTime=30 BaseTime=14686 RunTime=90	OptSolTime=14686
T9 Train32 AimedDepartureTime=14806 WaitTime=30 BaseTime=14806 RunTime=180	OptSolTime=14806
T10 Train32 AimedDepartureTime=15106 WaitTime=120 BaseTime=15106 RunTime=300	OptSolTime=15106
T11 Train32 AimedDepartureTime=15406 WaitTime=0 BaseTime=15406 RunTime=30	OptSolTime=15406
T12 Train32 AimedDepartureTime=15466 WaitTime=30 BaseTime=15466 RunTime=150	OptSolTime=15466
T13 Train32 AimedDepartureTime=15646 WaitTime=30 BaseTime=15646 RunTime=330	OptSolTime=15646
T14 Train32 AimedDepartureTime=16006 WaitTime=30 BaseTime=16006 RunTime=180	OptSolTime=16006
T15 Train32 AimedDepartureTime=16366 WaitTime=180 BaseTime=16366 RunTime=100	OptSolTime=16366
T16 Train32 AimedDepartureTime=16486 WaitTime=20 BaseTime=16486 RunTime=150	OptSolTime=16486
T17 Train32 AimedDepartureTime=16666 WaitTime=30 BaseTime=16666 RunTime=240	OptSolTime=16666
T18 Train32 AimedDepartureTime=16906 WaitTime=0 BaseTime=16906 RunTime=180	OptSolTime=16906
T19 Train32 AimedDepartureTime=17086 WaitTime=0 BaseTime=17086 RunTime=180	OptSolTime=17086
T20 Train32 AimedDepartureTime=17266 WaitTime=0 BaseTime=17266 RunTime=30	OptSolTime=17266
T21 Train32 AimedDepartureTime=17326 WaitTime=30 BaseTime=17326 RunTime=240	OptSolTime=17326
T22 Train32 AimedDepartureTime=17566 WaitTime=0 BaseTime=17566 RunTime=210	OptSolTime=17566
T23 Train32 AimedDepartureTime=17806 WaitTime=30 BaseTime=17806 RunTime=300	OptSolTime=17806
T24 Train32 AimedDepartureTime=18406 WaitTime=300 BaseTime=18406 RunTime=280	OptSolTime=18406
T25 Train32 AimedDepartureTime=18706 WaitTime=20 BaseTime=18706 RunTime=390	OptSolTime=18706
T26 Train32 AimedDepartureTime=19126 WaitTime=30 BaseTime=19126 RunTime=120	OptSolTime=19126
T27 Train32 AimedDepartureTime=19246 WaitTime=0 BaseTime=19246 RunTime=120	OptSolTime=19246

TrainId=33 Delay=0 FreeRun=23316 	Final Delay=360
T1 Train33 AimedDepartureTime=16606 WaitTime=0 BaseTime=16606 RunTime=117	OptSolTime=16606
T2 Train33 AimedDepartureTime=16723 WaitTime=0 BaseTime=16723 RunTime=118	OptSolTime=16723
T4 Train33 AimedDepartureTime=16841 WaitTime=0 BaseTime=16841 RunTime=51	OptSolTime=16841
T6 Train33 AimedDepartureTime=16892 WaitTime=0 BaseTime=16892 RunTime=104	OptSolTime=16892
T8 Train33 AimedDepartureTime=17026 WaitTime=30 BaseTime=17026 RunTime=90	OptSolTime=17026
T9 Train33 AimedDepartureTime=17146 WaitTime=30 BaseTime=17146 RunTime=180	OptSolTime=17146
T10 Train33 AimedDepartureTime=17446 WaitTime=120 BaseTime=17446 RunTime=300	OptSolTime=17692
T11 Train33 AimedDepartureTime=17746 WaitTime=0 BaseTime=17746 RunTime=75	OptSolTime=17992
T12 Train33 AimedDepartureTime=17821 WaitTime=0 BaseTime=17821 RunTime=105	OptSolTime=18067
T13 Train33 AimedDepartureTime=17926 WaitTime=0 BaseTime=17926 RunTime=270	OptSolTime=18172
T14 Train33 AimedDepartureTime=18226 WaitTime=30 BaseTime=18226 RunTime=160	OptSolTime=18472
T15 Train33 AimedDepartureTime=18406 WaitTime=20 BaseTime=18406 RunTime=100	OptSolTime=18652
T16 Train33 AimedDepartureTime=18526 WaitTime=20 BaseTime=18526 RunTime=60	OptSolTime=18772
T17 Train33 AimedDepartureTime=18586 WaitTime=0 BaseTime=18586 RunTime=240	OptSolTime=18832
T18 Train33 AimedDepartureTime=18826 WaitTime=0 BaseTime=18826 RunTime=180	OptSolTime=19072
T19 Train33 AimedDepartureTime=19006 WaitTime=0 BaseTime=19006 RunTime=180	OptSolTime=19252
T20 Train33 AimedDepartureTime=19186 WaitTime=0 BaseTime=19186 RunTime=30	OptSolTime=19432
T21 Train33 AimedDepartureTime=19246 WaitTime=30 BaseTime=19246 RunTime=180	OptSolTime=19492
T22 Train33 AimedDepartureTime=19426 WaitTime=0 BaseTime=19426 RunTime=210	OptSolTime=19672
T23 Train33 AimedDepartureTime=19666 WaitTime=30 BaseTime=19666 RunTime=270	OptSolTime=19912
T24 Train33 AimedDepartureTime=19966 WaitTime=30 BaseTime=19966 RunTime=230	OptSolTime=20326
T25 Train33 AimedDepartureTime=20206 WaitTime=10 BaseTime=20206 RunTime=330	OptSolTime=20566
T26 Train33 AimedDepartureTime=20566 WaitTime=30 BaseTime=20566 RunTime=120	OptSolTime=20926
T27 Train33 AimedDepartureTime=20686 WaitTime=0 BaseTime=20686 RunTime=120	OptSolTime=21046
T28 Train33 AimedDepartureTime=20926 WaitTime=120 BaseTime=20926 RunTime=470	OptSolTime=21286
T29 Train33 AimedDepartureTime=21406 WaitTime=10 BaseTime=21406 RunTime=930	OptSolTime=21766
T30 Train33 AimedDepartureTime=22366 WaitTime=30 BaseTime=22366 RunTime=290	OptSolTime=22726
T31 Train33 AimedDepartureTime=22666 WaitTime=10 BaseTime=22666 RunTime=270	OptSolTime=23026
T32 Train33 AimedDepartureTime=22966 WaitTime=30 BaseTime=22966 RunTime=350	OptSolTime=23326
T33 Train33 AimedDepartureTime=23316 WaitTime=0 BaseTime=23316 RunTime=250	OptSolTime=23676

TrainId=34 Delay=0 FreeRun=20983 	Final Delay=0
T8 Train34 AimedDepartureTime=18046 WaitTime=0 BaseTime=18046 RunTime=116	OptSolTime=18046
T9 Train34 AimedDepartureTime=18162 WaitTime=0 BaseTime=18162 RunTime=130	OptSolTime=18162
T10 Train34 AimedDepartureTime=18292 WaitTime=0 BaseTime=18292 RunTime=352	OptSolTime=18292
T11 Train34 AimedDepartureTime=18644 WaitTime=0 BaseTime=18644 RunTime=96	OptSolTime=18644
T12 Train34 AimedDepartureTime=18740 WaitTime=0 BaseTime=18740 RunTime=128	OptSolTime=18740
T13 Train34 AimedDepartureTime=18868 WaitTime=0 BaseTime=18868 RunTime=307	OptSolTime=18868
T14 Train34 AimedDepartureTime=19175 WaitTime=0 BaseTime=19175 RunTime=219	OptSolTime=19175
T15 Train34 AimedDepartureTime=19394 WaitTime=0 BaseTime=19394 RunTime=157	OptSolTime=19394
T16 Train34 AimedDepartureTime=19551 WaitTime=0 BaseTime=19551 RunTime=113	OptSolTime=19551
T17 Train34 AimedDepartureTime=19664 WaitTime=0 BaseTime=19664 RunTime=303	OptSolTime=19664
T18 Train34 AimedDepartureTime=19967 WaitTime=0 BaseTime=19967 RunTime=235	OptSolTime=19967
T19 Train34 AimedDepartureTime=20202 WaitTime=0 BaseTime=20202 RunTime=195	OptSolTime=20202
